Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5414,CA-2016-153157,09/11/16,09/14/16,First Class,TB-21625,Trudy Brown,Consumer,United States,Wichita,Kansas,67212,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0,62.929999999999993
5415,US-2017-125647,09/23/17,09/28/17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.175999999999974,6,0.80000000000000004,-197.57520000000002
5416,US-2017-125647,09/23/17,09/28/17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.736000000000004,4,0.20000000000000001,7.2576000000000001
5417,US-2017-125647,09/23/17,09/28/17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984000000000002,2,0.20000000000000001,-8.9963999999999995
5418,CA-2014-132542,10/06/14,10/08/14,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.359999999999999,2,0,7.6799999999999997
5419,CA-2015-110877,10/23/15,10/26/15,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.288000000000011,7,0.20000000000000001,12.700800000000001
5420,CA-2015-110877,10/23/15,10/26/15,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.38399999999999,2,0.20000000000000001,15.038400000000003
5421,US-2016-151827,03/31/16,04/02/16,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.78200000000004,3,0.40000000000000002,-60.836100000000016
5422,US-2016-151827,03/31/16,04/02/16,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.983999999999998,2,0.20000000000000001,1.1993999999999998
5423,US-2016-163258,12/29/16,01/02/17,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.231999999999999,3,0.20000000000000001,3.9312000000000005
5424,CA-2017-103009,11/03/17,11/05/17,Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.400000000000002,5,0,11.879999999999999
5425,US-2017-120649,01/20/17,01/26/17,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0,1.0207999999999999
5426,CA-2016-153598,12/03/16,12/06/16,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0,659.98000000000002
5427,CA-2016-153598,12/03/16,12/06/16,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.89999999999999,6,0,51.47399999999999
5428,US-2016-108497,06/14/16,06/14/16,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.16499999999996,5,0.14999999999999999,35.245000000000005
5429,CA-2016-113096,09/02/16,09/04/16,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,94122,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.530000000000001,3,0,12.097800000000001
5430,CA-2014-136861,09/05/14,09/07/14,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.983999999999998,2,0.20000000000000001,1.9989999999999979
5431,CA-2017-117422,10/21/17,10/25/17,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.56800000000001,2,0.20000000000000001,16.156799999999997
5432,CA-2017-117422,10/21/17,10/25/17,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.0640000000000001,1,0.20000000000000001,1.3715999999999999
5433,CA-2017-117422,10/21/17,10/25/17,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.2160000000000002,4,0.69999999999999996,-4.9727999999999994
5434,CA-2017-129707,04/25/17,04/29/17,Standard Class,LH-16750,Larry Hughes,Consumer,United States,Chandler,Arizona,85224,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.895999999999999,4,0.20000000000000001,0.66719999999999979
5435,CA-2015-160171,10/19/15,10/24/15,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.6999999999998,5,0,459.39599999999996
5436,CA-2015-160171,10/19/15,10/24/15,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008,West,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270,3,0,97.199999999999989
5437,CA-2014-103317,07/05/14,07/08/14,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.20000000000000001,5.3680000000000012
5438,CA-2014-103317,07/05/14,07/08/14,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.8100000000000023,5,0.69999999999999996,-6.8669999999999973
5439,CA-2014-103317,07/05/14,07/08/14,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.21600000000001,3,0.20000000000000001,15.991199999999992
5440,CA-2016-167115,04/04/16,04/09/16,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.78399999999999,2,0.20000000000000001,183.99499999999998
5441,US-2017-153633,11/13/17,11/18/17,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.0640000000000001,1,0.20000000000000001,0.15480000000000005
5442,CA-2017-155929,09/09/17,09/13/17,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Glendale,Arizona,85301,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.3680000000000003,2,0.20000000000000001,2.3879999999999999
5443,CA-2015-148712,04/17/15,04/23/15,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.599999999999994,1,0,36.851999999999997
5444,CA-2015-148712,04/17/15,04/23/15,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296000000000006,13,0.20000000000000001,21.024899999999999
5445,CA-2015-148712,04/17/15,04/23/15,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.709999999999999,3,0,2.7845999999999997
5446,CA-2016-128307,07/25/16,07/29/16,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.936000000000003,1,0.20000000000000001,7.0659000000000001
5447,US-2016-127425,08/26/16,08/31/16,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,0,8.25
5448,US-2016-127425,08/26/16,08/31/16,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95000000000002,5,0,87.482499999999987
5449,US-2014-119081,09/12/14,09/19/14,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93000000000001,3,0,7.158600000000007
5450,US-2014-119081,09/12/14,09/19/14,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.400000000000006,5,0,10.905999999999993
5451,US-2014-119081,09/12/14,09/19/14,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.95999999999998,2,0,149.38199999999998
5452,US-2014-119081,09/12/14,09/19/14,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.560000000000002,2,0,12.979199999999999
5453,CA-2016-140613,07/22/16,07/29/16,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Sparks,Nevada,89431,West,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.199999999999989,5,0,24.997999999999987
5454,US-2017-108700,05/19/17,05/23/17,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016000000000005,6,0.20000000000000001,13.780799999999996
5455,CA-2017-160962,04/28/17,05/02/17,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.3840000000000003,1,0.20000000000000001,0.73360000000000003
5456,CA-2017-160962,04/28/17,05/02/17,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.8480000000000008,2,0.20000000000000001,0.77039999999999909
5457,CA-2017-130631,12/29/17,01/02/18,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.600000000000001,5,0,9.6039999999999992
5458,CA-2017-130631,12/29/17,01/02/18,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.459999999999994,2,0,20.537999999999997
5459,CA-2017-116680,09/04/17,09/06/17,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.343999999999998,6,0.20000000000000001,4.3367999999999993
5460,CA-2017-116680,09/04/17,09/06/17,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.2719999999999,8,0.20000000000000001,92.392000000000053
5461,US-2014-107405,03/21/14,03/25/14,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,North Carolina,28806,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272000000000002,1,0.20000000000000001,-3.864600000000002
5462,CA-2017-101574,09/28/17,10/04/17,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.2400000000000002,3,0,4.4352
5463,CA-2014-146591,01/19/14,01/20/14,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.340000000000003,10,0.69999999999999996,-23.716000000000001
5464,CA-2014-146591,01/19/14,01/20/14,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.20000000000000001,19.622399999999999
5465,CA-2014-146591,01/19/14,01/20/14,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.20000000000000001,36.692999999999998
5466,CA-2014-146591,01/19/14,01/20/14,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47000000000003,5,0.69999999999999996,-320.59699999999998
5467,CA-2014-107706,02/14/14,02/19/14,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176000000000002,3,0.20000000000000001,6.0659999999999989
5468,CA-2016-122448,06/09/16,06/14/16,Standard Class,DB-13210,Dean Braden,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.20000000000000001,13.764599999999994
5469,CA-2014-132451,09/26/14,09/27/14,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.55200000000002,3,0.20000000000000001,73.19399999999996
5470,CA-2014-132451,09/26/14,09/27/14,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.440000000000001,3,0,9.3312000000000008
5471,CA-2016-158547,05/30/16,06/04/16,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92000000000002,5,0.20000000000000001,9.2939999999999969
5472,CA-2017-116946,12/19/17,12/23/17,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.360000000000001,5,0.20000000000000001,4.0080000000000009
5473,CA-2017-116946,12/19/17,12/23/17,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.20000000000000001,-17.607599999999998
5474,CA-2017-116946,12/19/17,12/23/17,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.01800000000001,7,0.69999999999999996,-183.6323999999999
5475,CA-2017-121741,12/26/17,12/26/17,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.67999999999995,2,0,37.533999999999992
5476,CA-2017-169691,06/15/17,06/18/17,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.400000000000006,3,0,22.200000000000003
5477,CA-2017-169691,06/15/17,06/18/17,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.549999999999997,5,0,22.828499999999998
5478,CA-2017-169691,06/15/17,06/18/17,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.940000000000001,3,0,8.7906000000000013
5479,CA-2016-121356,11/20/16,11/24/16,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.39999999999998,3,0,62.915999999999997
5480,CA-2014-101770,03/31/14,04/04/14,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.8690000000000004,1,0.69999999999999996,-1.3082999999999996
5481,CA-2017-105487,10/08/17,10/14/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.19200000000001,1,0.20000000000000001,11.609099999999998
5482,CA-2017-105487,10/08/17,10/14/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0,6.4799999999999969
5483,CA-2017-105487,10/08/17,10/14/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96000000000001,4,0,115.1808
5484,CA-2017-105487,10/08/17,10/14/17,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0,0.40679999999999694
5485,CA-2017-148999,01/30/17,02/04/17,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.13599999999997,4,0.20000000000000001,-68.1096
5486,CA-2014-107573,12/12/14,12/17/14,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472000000000001,3,0.20000000000000001,7.6283999999999974
5487,CA-2015-156608,10/24/15,10/29/15,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,78207,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.5919999999999992,4,0.80000000000000004,-6.2860000000000031
5488,CA-2017-134495,04/01/17,04/04/17,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976000000000003,3,0.20000000000000001,-5.694300000000001
5489,CA-2017-134495,04/01/17,04/04/17,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.2640000000000002,3,0.20000000000000001,2.0358000000000001
5490,CA-2017-134495,04/01/17,04/04/17,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,20.808,3,0.20000000000000001,1.8207000000000013
5491,CA-2017-134495,04/01/17,04/04/17,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.35200000000003,3,0.20000000000000001,-19.105800000000016
5492,CA-2017-164098,01/26/17,01/27/17,First Class,CG-12520,Claire Gute,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.20000000000000001,1.8160000000000016
5493,CA-2014-105249,11/28/14,11/28/14,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.3600000000000003,2,0,0.14719999999999978
5494,CA-2014-105249,11/28/14,11/28/14,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.399999999999999,4,0,19.872
5495,CA-2014-105249,11/28/14,11/28/14,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.33199999999999,4,0.14999999999999999,-4.8391999999999769
5496,CA-2015-113523,09/04/15,09/08/15,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.6560000000000006,4,0.69999999999999996,-6.1247999999999987
5497,CA-2017-117821,06/12/17,06/16/17,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Marion,Ohio,43302,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.920000000000009,2,0.20000000000000001,19.176000000000002
5498,CA-2017-164378,07/15/17,07/18/17,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.5599999999999996,2,0,1.9023999999999992
5499,CA-2017-164378,07/15/17,07/18/17,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.8300000000000001,3,0,3.6017999999999999
5500,CA-2017-164378,07/15/17,07/18/17,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.899999999999999,2,0,8.7989999999999995
5501,CA-2017-164378,07/15/17,07/18/17,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.14599999999996,6,0.10000000000000001,88.552800000000005
5502,CA-2017-164378,07/15/17,07/18/17,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.9600000000000009,2,0,4.3904000000000005
5503,CA-2017-127782,11/02/17,11/06/17,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.3119999999999998,1,0.20000000000000001,0.66239999999999977
5504,CA-2017-127782,11/02/17,11/06/17,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136000000000003,3,0.20000000000000001,1.2584999999999997
5505,CA-2017-127782,11/02/17,11/06/17,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.8559999999999999,3,0.20000000000000001,2.8781999999999992
5506,CA-2017-127782,11/02/17,11/06/17,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.19999999999993,4,0.40000000000000002,-186.15999999999997
5507,US-2016-162026,10/08/16,10/08/16,Same Day,JE-15745,Joel Eaton,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.960000000000001,2,0,27.881999999999998
5508,CA-2016-150000,04/08/16,04/14/16,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Smyrna,Georgia,30080,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.920000000000002,4,0,8.6016000000000012
5509,CA-2015-168529,10/08/15,10/12/15,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.90000000000001,5,0,62.736999999999995
5510,US-2017-152569,05/15/17,05/20/17,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.704000000000001,2,0.20000000000000001,19.137599999999992
5511,US-2017-152569,05/15/17,05/20/17,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.120000000000001,2,0.20000000000000001,3.4749999999999996
5512,US-2014-137680,02/24/14,03/02/14,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896000000000001,4,0.20000000000000001,11.102399999999996
5513,US-2014-137680,02/24/14,03/02/14,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776000000000003,3,0.20000000000000001,7.6868999999999996
5514,CA-2015-103177,05/30/15,06/01/15,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.96999999999997,3,0,2.3996999999999815
5515,CA-2015-103177,05/30/15,06/01/15,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009,East,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.31999999999999,2,0,44.889600000000002
5516,CA-2015-103177,05/30/15,06/01/15,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85000000000002,3,0,3.8654999999999973
5517,US-2016-138408,11/18/16,11/21/16,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,35810,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0,527.98400000000004
